tagName,Count,Excerpt
"windows-sbs","222","Microsoft Windows Small Business Server is a line of server operating systems targeted at small businesses by bundling the operating system with a number of other Microsoft products that would normally need to be purchased or licensed separately.  Probably the most notable inclusions are Exchange, SQL Server SharePoint and ISA/TMG (Microsoft's firewall and proxy server)."
"ibm-domino","222","IBM Domino is an IBM server product that provides enterprise-grade e-mail, collaboration capabilities, and a custom application platform."
"asp.net-mvc","222","The ASP.NET MVC Framework is a Microsoft web application framework that implements the model-view-controller (MVC) pattern. "
"disk-image","222","a disk-image is an exact copy of a disk, partition or volume, or the process of making such a copy."
"traffic-shaping","220","Traffic shaping is a technique to delay some or all datagrams to comply with desired traffic profile."
"sharepoint-2010","220","SharePoint 2010 is a collaboration platform by Microsoft."
"zimbra","219","Zimbra Collaboration Suite (ZCS) is a groupware product created by Zimbra, Inc., located in Palo Alto, California, USA."
"desktop","218",""
"coldfusion","218","The ColdFusion Web Scripting Language by Adobe"
"ntpd","217","The Network Time Protocol daemon (NTPd) is a daemon program that synchronizes the system time with time servers using the Network Time Protocol (NTP)."
"cable","217","The questions tagged that way are for the physical aspect of the cable, like length limitation, physical properties, tubing, installation, etc.."
"gunicorn","217","A Python WSGI HTTP Server for UNIX, light and speedy. It's a pre-fork worker model ported from Ruby's Unicorn project. http://gunicorn.org"
"tc","217","TC is the linux tool used to manipulate the traffic control functionality in the kernel.  "
"fstab","215","The configuration file /etc/fstab contains the necessary information to automate the process of mounting partitions."
"magento","215","Magento is an open source e-commerce web application."
"http-status-code-403","214","403 Forbidden: The server understood the request, but is refusing to fulfill it. Authorization will not help and the request SHOULD NOT be repeated. If the request method was not HEAD and the server wishes to make public why the request has not been fulfilled, it SHOULD describe the reason for the refusal in the entity. If the server does not wish to make this information available to the client, the status code 404 (Not Found) can be used instead."
"keepalived","214","an open source daemon that implements the VRRP standard."
"startup","214","This tag is related to startup of servers or services."
"application-pools","214",""
"packages","213","A package is a specific piece of software which can be installed and uninstalled on a system."
